ROW,MOV_ID,TITLE,Budget,Reception,Recency,Length,Genre,Tempo,Fanfare
1370,1874,Captain Corellis Mandolin,-0.0874,-0.0889,0.4714,-0.8549,-0.7108,0.701,-0.2154
1371,1875,The Muppets Take Manhattan,-0.4902,0.518,-1.8983,1.4108,-0.7399,-0.2859,0.3991
1372,1876,W.,-0.1902,0.4664,0.3329,-1.5835,-2.4603,0.0458,-1.0176
1373,1878,Serenity,1.1181,0.6469,0.0321,-0.4379,1.5836,-0.5854,2.015
1374,1879,A Nightmare on Elm Street,-0.6468,0.7064,-1.9034,1.2893,-0.697,-0.8337,-0.1532
1375,1881,Mimic,-0.0516,0.248,-0.8649,-0.855,1.3034,-0.368,0.8398
1376,1882,"My Father, the Hero",-0.5809,-0.0356,-0.9819,1.6157,-0.0297,0.4789,1.0815
1377,1884,The International,-0.0357,-0.0184,0.5999,-1.2504,0.0678,-0.1479,0.4029
1378,1885,Desperado,0.046,0.2552,-1.2923,-1.4099,0.5806,-1.2734,-0.0285
1379,1887,The Woman in Red,-0.6693,0.1649,-1.5206,1.7772,0.0334,0.6477,0.9362
1380,1890,Jersey Girl,-0.2259,-0.3601,0.3012,-1.5226,-1.0787,0.6033,-0.8395
1381,1891,Fallen,-0.0434,-0.284,-1.239,-0.1847,1.6206,0.0041,0.7808
1382,1893,Aliens in the Attic,0.0191,-1.8325,-0.3638,0.489,-0.1588,-0.7108,0.5742
1383,1895,Nurse Betty,-0.2433,0.5048,0.1795,-1.3471,-0.4606,0.3803,0.3997
1384,1898,Killer Elite,0.3463,-1.6136,0.6209,-1.3783,1.4101,0.0292,0.549
1385,1900,Midnight in the Garden of Good & Evil,-0.1996,0.9882,-1.1677,-1.3684,-1.1679,-2.451,-1.1355
1386,1901,In the Name of the Father,-0.5529,0.7623,-0.7205,0.0713,0.7592,0.3504,0.2348
1387,1902,The Wood,-0.5243,-0.0481,-0.1685,-0.4226,-0.1803,1.8205,-0.0267
1388,1903,Wyatt Earp,-0.1553,-0.1856,-0.8071,-0.1013,-1.1504,0.01,-0.6387
1389,1904,Grindhouse,0.1655,0.6924,0.3741,-0.6445,-0.9882,-0.8945,0.765
1390,1905,Kingpin,-0.1839,-0.3813,-0.9908,-0.6889,-0.2708,0.5688,-0.8466
1391,1906,Little Man Tate,-0.683,0.0116,-1.1076,1.7676,-0.4751,0.608,0.6905
1392,1910,Season of the Witch,0.1757,-2.1629,0.3357,0.1996,-1.227,-0.3657,0.3465
1393,1911,Quiz Show,-0.6237,1.322,-0.5971,0.2426,-0.5741,1.4582,-0.0789
1394,1912,Our Idiot Brother,-0.3109,-0.6977,0.9897,-0.0214,-1.3716,0.018,1.8443
1395,1913,Thank You for Smoking,-0.4262,0.8775,0.7419,0.6285,-1.0457,-0.2591,2.0051
1396,1914,Waking Ned Devine,-0.6162,0.3055,-0.2113,1.2053,-0.4402,0.1155,1.0979
1397,1915,The Man Without a Face,-0.2141,0.5888,-0.8035,0.1128,-0.0368,1.5123,-0.1743
1398,1916,Arlington Road,-0.1937,-0.1191,-0.1901,-0.8905,1.147,-0.0751,1.044
1399,1917,"sex, lies and videotape",-0.6006,2.0685,-1.5607,-0.8651,-0.8178,-0.3618,-1.1626
1400,1918,Gorillas in the Mist,-0.4864,0.3928,-1.6738,0.2381,-0.0812,1.0745,-0.6452
1401,1919,Lottery Ticket,-0.2806,-1.3217,0.4572,0.7721,-0.8856,0.3455,1.0955
1402,1920,The Sweetest Thing,0.0444,-1.7481,0.0559,-0.0549,-1.5595,-0.0938,0.2252
1403,1921,Ghost Dad,-0.5741,-0.0728,-1.2864,1.4619,0.6625,-0.0445,1.3968
1404,1923,Operation Dumbo Drop,-0.3897,0.1186,-0.9164,0.1576,0.8781,1.6047,0.3205
1405,1925,Jet Lis Fearless,-0.1009,-0.5375,-0.7476,-0.46,1.7771,0.0593,0.3731
1406,1926,Fargo,-0.4893,1.3064,-0.8825,0.2319,-0.7897,-2.2075,1.3057
1407,1927,Sicko,-0.5411,0.9226,0.9694,-0.8172,-0.6866,0.9562,0.6599
1408,1928,Unleashed,0.2313,-0.3928,0.1234,-1.0085,0.6745,0.2855,0.4223
1409,1931,Elektra,0.3175,-1.9409,0.0556,0.0395,-0.1557,-1.1723,1.355
1410,1932,15 Minutes,0.2014,-1.8693,-0.1026,-1.0875,1.043,0.2765,0.2524
1411,1934,Sparkle,-0.4139,-0.249,0.1355,0.0459,0.1049,1.8117,0.2859
1412,1935,Dolores Claiborne,-0.2729,0.2652,-1.0208,-0.5556,0.0175,-0.0548,-0.2218
1413,1936,Across the Universe,-0.4507,-0.2228,0.4582,-0.5767,0.0793,0.6193,0.115
1414,1937,Renaissance Man,-0.273,-0.4296,-0.7407,-0.3324,0.1155,0.9835,-0.0745
1415,1939,Class Action,-0.3873,0.1819,-1.2164,-0.5473,0.411,0.3534,-0.3828
1416,1940,Hoffa,-0.5492,-0.1702,-0.7373,0.1744,-0.6483,1.745,-0.6584
1417,1941,Bronco Billy,-0.3662,1.4722,-2.9008,-0.8661,-0.9346,-1.0621,-1.5897
1418,1942,Hearts in Atlantis,-0.2352,0.0646,0.1483,-1.2701,-0.6593,0.9179,-0.0891
1419,1944,Iron Eagle,-0.381,0.1659,-1.7244,0.2666,2.2885,0.6231,1.1069
1420,1945,Lord of War,0.164,-0.1708,0.3639,-1.0357,0.9693,-0.0407,1.4603
1421,1946,"Tinker, Tailor, Soldier, Spy",-0.2362,1.3142,1.5116,-0.9218,1.2902,-0.4705,2.3311
1422,1947,Clerks II,-0.3657,-0.3364,-0.0453,0.2914,-1.5511,-0.5878,0.9449
1423,1948,Dead Presidents,-0.2515,0.1015,-1.3352,-0.0738,2.0715,-0.2711,0.7295
1424,1949,An Inconvenient Truth,-0.7347,0.6128,0.846,-0.4381,0.1912,1.1043,-0.4738
1425,1950,From Paris with Love,0.3736,-1.8604,0.3765,0.1437,-0.0679,-1.0911,1.3581
1426,1951,Body Heat,-0.4986,0.8223,-2.2676,-0.2946,1.5133,-0.4611,0.1361
1427,1952,Virtuosity,0.0161,-1.8116,-1.215,-0.7376,2.5778,-0.1692,0.5576
1428,1953,The Life Aquatic with Steve Zissou,-0.1204,0.6645,0.6181,-1.3758,0.8639,-1.0417,1.0584
1429,1954,Around the World in 80 Days,0.6463,-0.9339,0.2485,-0.961,0.5609,-0.3146,-0.3799
1430,1955,Observe and Report,-0.1817,-0.4972,0.6445,-1.1036,0.0149,1.2235,0.8315
1431,1956,Perfect Stranger,0.1297,-1.1139,0.0363,-1.6117,0.631,-0.5886,0.2048
1432,1958,The Flamingo Kid,-0.4749,0.3942,-2.0333,0.042,-0.2039,1.0951,-1.813
1433,1959,House of Wax,-0.7725,0.545,-3.5709,2.1166,0.1491,1.345,1.6411
1434,1961,Good Burger,-0.343,-0.7844,-1.2731,1.1723,-0.9229,-0.0755,-0.0431
1435,1962,Sixteen Candles,-0.4573,-0.0465,-1.5233,1.4829,-0.393,0.4311,0.9357
1436,1964,The Road Warrior,-0.3155,0.1135,-2.3922,1.1711,1.4912,-2.093,1.5014
1437,1965,The Wicker Man,0.0587,-0.8777,-0.3324,-1.407,0.7285,-0.5282,0.1246
1438,1966,Hot Fuzz,-0.342,1.1715,1.0454,-0.6853,0.1887,0.6952,1.2552
1439,1968,My Blue Heaven,-0.2706,-1.4464,-1.3454,1.0631,0.336,-0.3423,0.9018
1440,1973,Heist,-0.1185,0.4873,0.0986,-1.4814,0.6901,-0.7167,1.085
1441,1974,Ernest Goes to Camp,-0.5278,0.0083,-1.3858,1.7492,-0.0627,0.7979,1.292
1442,1975,Hoodlum,-0.2067,-0.7008,-0.6582,-0.4846,0.6339,0.5407,0.2914
1443,1976,Boys on the Side,-0.4475,-0.3081,-0.6367,-0.0826,0.0157,1.9308,-0.1728
1444,1977,Circle of Friends,-0.5047,0.6576,-0.2916,-0.1532,0.9284,1.4113,0.6627
1445,1978,The Avengers,0.2679,-0.8471,0.8387,-0.4577,-0.3388,-1.0572,2.37
1446,1979,The Covenant,-0.0527,-1.6867,-0.8548,0.0466,-1.7725,-1.2567,-0.6471
1447,1980,Ghost Story,-0.5803,0.3537,-1.82,0.4521,2.288,0.8024,0.6315
1448,1983,The Usual Suspects,-0.133,0.8541,-0.7674,-0.6127,1.2021,-0.0935,1.0913
1449,1984,Raging Bull,-0.6488,2.6142,-1.9186,-0.2341,-0.7818,-0.2164,-0.4709
1450,1986,One True Thing,-0.343,0.3772,-0.1212,-0.5524,-0.4031,1.0551,0.4215
1451,1987,Faster,0.0058,-1.1382,0.5347,0.0018,-0.1211,-1.4721,1.8368
1452,1988,The Remains of the Day,-0.8217,1.5896,-0.7538,-0.0122,-0.7809,0.634,-0.8935
1453,1989,Vicky Cristina Barcelona,-0.3348,1.0442,-0.1968,-0.7377,-2.7909,-3.3023,-0.9299
1454,1990,Sanctum,0.1834,-1.47,0.5427,-1.3713,1.0287,0.4157,0.8404
1455,1991,Monte Carlo,-0.2211,-0.974,0.3566,-0.8381,0.0234,1.1665,0.0119
1456,1992,The Iron Giant,0.3586,1.5637,0.3591,1.0608,-0.7448,-0.4026,1.9634
1457,1993,Match Point,-0.3933,1.4342,-0.0828,-2.3251,-0.8117,-3.4562,-1.1502
1458,1996,Stay Alive,-0.2079,-2.2612,-0.4747,0.8752,-0.574,0.4492,-0.0432
1459,1998,Two for the Money,-0.0006,-0.764,0.003,-1.0416,-0.0962,0.3792,0.0704
1460,1999,Love Happens,-0.2467,-1.9225,0.2874,-0.9406,0.0729,1.4424,-0.4057
1461,2001,Rounders,-0.0803,0.0301,-0.0302,-1.2861,0.1364,0.0344,0.896
1462,2002,Revolutionary Road,-0.2139,0.8352,1.1065,-0.7555,-0.4657,0.6845,0.3367
1463,2003,Being John Malkovich,-0.4812,1.6848,0.5803,-0.8222,0.791,0.3126,2.0634
1464,2004,Beloved,-0.1724,0.9484,-0.2751,-0.4144,-1.7094,-0.3119,-0.8728
1465,2005,Raising Arizona,-0.4664,0.6356,-1.7776,0.495,-0.4819,-2.2824,0.3294
1466,2010,Titan A.E.,0.0842,-0.6046,0.2194,0.355,-0.9537,-0.4561,1.1238
1467,2013,The Black Dahlia,0.169,-0.2115,0.1863,-1.8138,-0.522,-0.8842,-0.1258
1468,2014,Babylon A.D.,0.3823,-3.3047,-0.6545,0.3991,1.3921,-1.4389,0.8624
1469,2015,My Super Ex-Girlfriend,0.1753,-0.5852,-0.1793,0.162,-1.1022,-1.4756,0.7156
1470,2017,Adaptation.,-0.5373,1.5632,1.1327,-0.7095,0.2296,0.5971,1.2706
1471,2019,The Warriors,-0.4649,0.1426,-2.6984,1.0153,0.6375,-1.7751,0.7814
1472,2023,Magnolia,-0.4458,1.4349,0.5941,-0.0755,-0.7109,0.3001,1.426
1473,2025,City by the Sea,0.0207,-0.4645,-0.0295,-1.473,0.0951,0.054,0.3589
1474,2027,EDtv,0.3809,0.2269,-0.6693,-1.1249,-0.9347,-0.5617,-0.9332
1475,2028,The Alamo,0.5317,-0.2951,0.7658,-0.6917,-0.6704,0.7136,-0.0546
1476,2030,At First Sight,-0.1379,-0.9125,-0.2859,-0.6182,0.1572,0.7593,-0.4508
1477,2031,My Fellow Americans,-0.1402,0.0433,-1.2132,-0.0499,0.3522,1.0422,-0.7402
1478,2034,Empire of the Sun,-0.1787,1.4846,-1.6788,-0.1686,-2.0299,-0.3587,-1.8463
1479,2035,Two Can Play That Game,-0.4962,-1.9127,-0.2889,0.5779,-1.0498,0.5233,0.3352
1480,2036,Emma,-0.6211,0.3381,-0.2228,-0.1776,-0.0842,1.3842,-0.1904
1481,2038,Hustle and Flow,-0.5334,0.4566,0.7696,-0.8093,-0.5249,1.4699,0.6795
1482,2039,Nowhere to Run,-0.2974,-0.2269,-1.3248,1.3386,1.01,-0.7736,1.8081
1483,2040,A Nightmare on Elm Street 5: The Dream Child,-0.4056,-0.0115,-1.3703,1.5304,-0.107,0.3733,1.2134
1484,2043,Billy Elliot,-0.7849,0.8932,0.9361,0.9466,-1.1933,0.0185,0.8692
1485,2044,Joy Ride,-0.1574,0.1346,0.118,0.0338,-0.263,-1.4092,2.5415
1486,2045,Friday the 13th - Part V,-0.4705,-0.0118,-1.563,1.7096,0.0863,0.6975,1.4691
1487,2048,Mr. 3000,-0.1199,-0.4066,0.1538,-0.9638,0.0263,1.2314,0.5236
1488,2053,Against All Odds,-0.4159,-0.1147,-1.9941,-0.3481,-0.0438,0.4046,-1.0512
1489,2056,Like Water for Chocolate,-0.786,0.3531,-1.0217,0.3558,1.2558,1.6045,0.0731
1490,2057,The Rookie,-0.1217,1.0593,-2.4183,-1.2004,0.0487,-2.2815,-0.882
1491,2058,Shining Through,-0.4264,0.0531,-1.235,0.3736,1.6041,0.887,0.9474
1492,2059,Short Circuit 2,-0.4276,0.1341,-1.4642,0.236,2.1977,0.7206,0.8776
1493,2060,Your Highness,0.0475,-0.9026,0.7133,-1.7201,-0.4788,0.1924,-0.3618
1494,2062,Bowling for Columbine,-0.8341,1.0647,0.8183,-0.2289,-0.1345,0.8027,-0.2283
1495,2063,He Got Game,-0.3446,0.6785,-0.7823,-0.7998,-1.134,-0.0558,-0.6718
1496,2065,"Oh, God! You Devil!",-0.4891,-0.04,-1.6657,1.6901,0.6003,0.1795,1.7008
1497,2066,Married to the Mob,-0.3926,1.3145,-1.5581,-0.8796,0.7517,-0.9651,-0.0723
1498,2068,The Last Mimzy,-0.1536,-0.4496,0.5049,0.621,-0.6447,0.196,1.9762
1499,2073,The Adventures of Ford Fairlane,-0.1335,-1.0514,-1.8634,-1.2452,0.6005,-0.9413,-1.4225
1500,2074,Skyline,0.0705,-2.6222,-0.1765,-1.2426,0.9825,0.6394,-0.1905
1501,2075,Mars Needs Moms,0.487,-0.8807,0.6748,0.5678,-0.4471,-0.8637,0.3692
1502,2077,The Fog,-0.5014,0.3675,-2.2834,1.2072,-0.6254,-0.4327,0.4296
1503,2079,National Lampoons Van Wilder,-0.1567,-2.411,-0.3093,0.4119,-1.488,0.3986,-0.089
1504,2080,Dream House,0.01,-1.3541,0.0592,0.2048,0.0451,-1.6218,1.003
1505,2081,High School High,-0.3047,-1.9376,-0.8698,1.0765,-0.6363,0.6507,0.3314
1506,2082,Conan the Barbarian,0.5211,-1.6533,0.5057,-1.4874,1.0406,-0.6016,0.0838
1507,2084,Amazing Grace,-0.4592,0.4366,0.4853,-0.7541,-1.032,1.0606,-0.8036
1508,2085,Chain Reaction,-0.0287,0.1066,-1.5014,-0.5368,1.4107,-0.4263,0.2843
1509,2087,Fame,-0.8118,0.4782,-1.9013,0.79,0.3997,1.8673,-0.3444
1510,2089,Cabin Fever,-0.3548,-0.642,0.2683,0.3382,-1.2678,0.1749,1.6262
1511,2090,The Next Three Days,0.0899,-0.455,0.8249,-1.4193,0.9259,-0.4135,1.5689
1512,2091,Stir of Echoes,-0.3767,0.0248,0.0295,0.6686,-0.915,0.0289,1.9667
1513,2093,Antwone Fisher,-0.5601,0.4171,0.6594,-0.6614,-0.2296,1.3079,0.7485
1514,2094,Weekend Pass,-0.7742,0.2012,-1.5055,1.9592,0.2149,0.6499,0.9519
1515,2095,Christine,-0.5515,0.6468,-2.0712,-0.1478,0.4694,0.5182,-0.5667
1516,2096,The Air Up There,-0.4759,-0.4456,-1.1728,0.1847,0.8474,1.7837,-0.2709
1517,2097,Flight of the Phoenix,0.1098,-1.1785,-0.0395,-1.1343,1.0499,-0.2977,0.5216
1518,2098,Fantastic Mr. Fox,-0.2537,0.8719,0.767,0.3794,-0.907,-0.8201,1.7999
1519,2102,A Room with a View,-0.8711,1.5189,-1.6663,-0.3468,0.0359,0.2844,-0.0511
1520,2103,Quest for Fire,-0.7466,0.4747,-1.9704,0.2411,1.1828,1.3838,-0.0894
1521,2104,Shorts,0.0696,-0.3225,-0.1418,-0.404,-1.2463,-2.1742,0.8237
1522,2105,Super Mario Bros.,-0.2425,-0.4424,-1.29,-0.0352,1.7077,0.9982,0.3643
1523,2106,Mr. Baseball,-0.4514,0.1531,-1.0812,0.2477,0.9615,1.7852,0.4558
1524,2107,Fear,-0.2848,-0.6489,-1.0615,0.6557,0.184,-1.3464,1.0393
1525,2108,The Kids Are All Right,-0.5908,1.0976,1.4274,-1.1049,0.0806,0.7952,1.4159
1526,2111,The Dead Zone,-0.4263,0.5632,-1.6225,-0.0576,2.0036,0.716,1.1449
1527,2114,Hamlet,-0.7081,-0.3663,-0.6765,0.4456,-0.2019,2.1425,-0.7623
1528,2116,Little Black Book,-0.2147,-1.1651,0.2087,-1.0515,0.0457,1.243,-0.0216
1529,2117,Mad Money,0.0601,-1.3436,0.325,-1.2613,0.8285,0.3873,0.4319
1530,2118,The Invisible,-0.1159,-2.2175,-0.2792,0.5314,0.0607,-0.6157,0.8588
1531,2119,Gamer,-0.0274,-2.3732,-0.4453,0.4456,0.2493,-1.1319,0.6318
1532,2121,The In-Laws,-0.0366,-0.9936,0.2397,-0.0984,-0.2619,-1.3158,1.9662
1533,2124,The Three Musketeers,0.3238,-1.3206,-0.1648,-0.8922,0.1474,0.1286,-1.1328
1534,2125,Showgirls,-0.1603,-1.481,-0.7988,0.6067,-1.706,-0.1547,-0.6601
1535,2126,Code of Silence,-0.1307,0.3574,-2.2365,-0.4299,1.5136,-0.2115,0.2573
1536,2127,A Prairie Home Companion,-0.4142,0.9295,0.6446,-1.2969,-0.1431,0.1787,0.3278
1537,2129,Down with Love,0.0266,-0.4571,0.539,-1.2958,-0.3669,1.1297,0.281
1538,2130,The People Vs. Larry Flynt,-0.5231,0.9599,0.1298,-0.07,-0.008,1.5233,0.9037
1539,2131,Gone Baby Gone,-0.2179,0.7407,0.8387,-0.8326,0.4133,0.7077,1.591
1540,2132,The Cowboy Way,-0.3309,-0.0232,-1.1437,0.0289,2.1732,0.6619,1.0222
1541,2134,The Incredible Shrinking Woman,-0.3662,0.0921,-2.8386,0.6897,-0.2955,-1.9557,-0.1449
1542,2135,Action Jackson,-0.4381,-0.1653,-1.5361,1.5602,1.2606,-0.4769,1.9599
1543,2136,Our Family Wedding,-0.3117,-1.1529,0.5694,0.4167,-0.953,-0.1719,0.7152
1544,2138,Appaloosa,-0.528,0.5401,0.9747,-0.8227,-0.1502,1.3487,0.8277
1545,2140,The Neverending Story,-0.1359,-0.4018,-2.0379,1.0621,0.5827,-1.4609,0.7873
1546,2141,Big Miracle,-0.2055,-0.1864,0.7098,-0.8785,-0.5072,0.9025,0.2286
1547,2145,Booty Call,-0.4479,-0.8661,-0.5181,1.059,-0.3101,0.5871,0.7205
1548,2148,Eyes of Laura Mars,-0.2869,0.4421,-2.3918,0.1162,1.7133,0.7786,0.8016
1549,2151,Fire in the Sky,-0.2632,-0.0793,-1.3783,-0.07,2.9098,-0.0049,1.4623
1550,2153,The Apostle,-0.6148,0.8456,0.1792,-0.0211,0.167,1.3011,0.7152
1551,2154,The Spirit,0.1403,-1.6812,0.0161,-1.2027,1.9706,-0.6327,0.661
1552,2157,Vampire in Brooklyn,-0.1106,-0.5844,-1.2444,-1.1673,-0.4872,0.1422,-1.2466
1553,2158,Gone Fishin,-0.4795,-0.2204,-0.7644,1.5871,-0.0957,0.5633,1.3833
1554,2159,Young Sherlock Holmes,-0.4637,0.7533,-2.2336,-0.4841,0.1392,-0.2729,-1.1371
1555,2163,Nine,0.2344,-0.1693,0.9124,-0.7608,-0.3945,0.7693,-0.6331
1556,2165,Reign Over Me,-0.4239,0.0981,0.8133,-0.8183,-0.4033,1.1041,0.6662
1557,2167,The Thing,-0.4788,0.5514,-2.2803,-0.2569,1.6396,-0.5134,-0.1192
1558,2168,The Serpent and the Rainbow,-0.4024,0.1113,-1.9857,1.0752,-1.0007,-0.7831,0.0724
1559,2169,Astro Boy,0.038,-0.6464,0.3461,0.6578,-0.7377,-0.421,1.1089
1560,2171,Police Academy 5: Assignment: Miami Beach,-0.5165,-0.0408,-1.3596,1.6549,-0.0226,0.7589,1.3887
1561,2172,Hero,-0.4313,0.8301,-1.5262,-0.3805,0.0391,0.1169,-0.3554
1562,2173,The Professional,-0.2752,-0.0632,-1.1561,-0.5701,1.8408,-0.3792,0.5761
1563,2174,The Eagle,-0.1809,0.1042,0.7075,-1.4675,-0.169,0.0023,0.7647
1564,2175,Timeline,0.6175,-0.9729,-0.4174,-2.02,1.0621,-2.6087,-0.2246
1565,2177,It Takes Two,-0.1687,-0.4066,-1.0271,-0.541,-0.0046,0.9924,-0.8684
1566,2180,Saving Silverman,0.0538,-2.0414,-0.4493,-0.3666,-2.2931,-0.7156,-0.499
1567,2182,Wonder Boys,-0.1877,1.1034,0.5264,-1.0002,-0.6991,0.6872,0.237
1568,2183,Vacancy,-0.1415,-1.1719,-0.0355,0.2467,0.0769,-0.6903,1.6628
1569,2184,Little Giants,-0.4456,0.1032,-0.9314,0.1881,0.9893,1.7502,0.4275
1570,2185,Cursed,0.0101,-1.0929,-0.2831,-0.2336,-1.8834,-1.3818,0.0314
1571,2187,Summer of Sam,-0.2994,0.7019,-0.4667,-1.0963,-0.6391,-0.8703,-0.0046
1572,2188,Species II,-0.1101,-2.3036,-0.8497,0.4855,0.3592,-0.7783,0.8556
1573,2189,My Best Friends Girl,-0.252,-1.4483,-0.1012,-0.7441,0.2364,1.5427,-0.2383
1574,2190,The Replacement Killers,-0.0557,-0.9231,-0.79,0.2074,0.0178,-1.4921,1.1306
1575,2192,Beerfest,-0.0864,-1.2155,-0.027,-0.998,-0.1098,1.086,-0.1222
1576,2194,Two Brothers,-0.1095,-0.134,0.1002,-0.9058,0.9407,0.2558,0.7017
1577,2197,Tuck Everlasting,-0.386,-0.0169,0.1633,0.5498,-0.6378,-0.5959,1.2497
1578,2198,Mother,-0.6801,0.2774,-0.8943,0.0788,0.9475,1.0245,-0.5006
1579,2200,Georgia Rule,0.0593,-1.181,-0.1235,-1.5526,-1.3785,0.2728,-1.3618
1580,2201,Waitress,-0.5357,1.0764,1.0107,-0.6751,0.5336,1.0762,1.2738
1581,2202,Remember Me,-0.2357,-1.0852,0.6094,-0.9149,-0.1371,0.9779,0.3766
1582,2205,Rollerball,0.3526,-1.9595,-0.3485,-0.3791,-0.9318,-1.9696,0.1024
1583,2206,Haywire,0.0863,0.3436,0.2974,-1.197,-1.5186,-3.5068,1.2021
1584,2207,Kazaam,-0.3751,-1.7856,-0.7533,1.0163,-0.6748,0.3523,0.0561
1585,2209,Shark Night 3D,-0.1139,-2.173,-0.1344,0.3123,-1.2487,-0.4345,-0.0161
1586,2213,Into the Blue,0.063,-1.1296,0.0178,-1.5141,0.9363,-0.3633,0.6665
1587,2214,The Upside of Anger,-0.5651,0.329,0.848,-0.9109,-0.5425,1.2819,0.6233
1588,2215,The Believers,-0.3974,0.1607,-1.6028,0.1793,1.9774,0.6577,0.8744
1589,2216,Best in Show,-0.88,1.0264,0.8155,0.7309,-0.6483,-0.4961,1.5392
1590,2217,Her Alibi,-0.6095,0.1581,-1.3191,1.5981,-0.1959,0.4216,1.1699
1591,2218,Becoming Jane,-0.5101,-0.1056,0.8356,-0.7345,0.4078,0.7992,0.2232
1592,2220,The Ninth Gate,-0.2478,0.2342,-0.2101,-1.1441,-0.4973,-0.3139,0.0378
1593,2221,Michael Jordan to the Max,-0.8391,0.2875,0.0304,0.9675,0.0719,0.0607,0.5316
1594,2223,The Quick and the Dead,0.0504,0.417,-0.9289,-0.7425,-0.8946,0.8255,-0.6531
1595,2224,The Fan,0.023,-0.6135,-1.2752,-1.2246,0.4608,-1.0307,-0.5603
1596,2225,Frost/Nixon,-0.2553,1.2066,0.7184,-1.1016,-2.0869,0.2645,-0.9805
1597,2226,Man on a Ledge,0.0878,-1.2458,0.5941,-1.4477,1.1472,0.0602,0.875
1598,2227,Alice Doesnt Live Here Anymore,-0.4372,1.749,-2.7461,-0.3152,-0.7471,0.1595,-1.0329
1599,2228,Aquamarine,-0.298,-0.6744,0.2554,-0.8952,0.0042,1.3874,0.5492
1600,2229,Some Kind of Wonderful,-0.5485,-0.737,-1.1902,1.3063,-0.369,0.4603,0.6313
1601,2230,An Ideal Husband,-0.6693,0.2164,0.1351,1.0409,-1.1412,0.2643,0.7669
1602,2231,Ultraviolet,-0.0729,-3.0418,-0.4468,0.137,0.2368,-0.7506,0.5069
1603,2233,Super Troopers,-0.4276,-0.9946,-0.2397,-0.8855,-0.0144,1.2464,-0.3292
1604,2234,The Invention of Lying,-0.2735,-0.3755,0.688,-1.0954,0.8774,0.7467,1.0875
1605,2235,A Thousand Words,-0.2742,-1.8992,0.0641,0.3008,-1.8622,-0.2677,-0.8499
1606,2236,Ladyhawke,-0.2717,0.4801,-2.3357,-0.2598,0.5504,-0.4228,-0.7155
1607,2238,Into the Wild,-0.3734,0.3849,0.885,-0.6307,1.4653,-0.5197,1.596
1608,2240,127 Hours,-0.5324,0.9746,1.0796,0.2624,-1.7332,-0.7791,1.1579
1609,2241,Babe: Pig in the City,0.0716,-0.1447,-1.0504,1.0644,0.2205,-1.2922,0.6389
1610,2242,Walk Hard: The Dewey Cox Story,-0.1275,-0.4863,0.7308,0.5147,-1.0632,0.005,1.6383
1611,2244,Fright Night,-0.1001,-0.3371,0.701,-1.0949,0.1583,0.9507,0.8851
1612,2245,Crimes and Misdemeanors,-0.5555,1.6697,-2.157,-1.4001,-0.3157,-2.3196,-1.7926
1613,2246,Simon Birch,-0.304,-1.2005,-0.5854,-0.2859,-0.3461,1.3831,-1.2015
1614,2248,The Last Castle,0.0572,-0.8593,0.119,-1.1818,0.4817,-0.3594,0.3322
1615,2249,Sugar Hill,-0.5376,0.026,-1.1912,0.2095,1.3862,0.8208,0.3461
1616,2250,Next,0.2344,-1.3989,-0.2228,-0.2396,0.5121,-2.4719,1.773
1617,2252,Milk Money,-0.5236,-0.2184,-1.0645,0.1992,0.9011,1.6895,-0.1198
1618,2253,The Sure Thing,-0.5153,0.2942,-1.9727,1.3341,-0.8782,-0.3834,0.0909
1619,2255,Last Man Standing,-0.09,0.0665,-1.4055,-0.6613,0.4284,0.115,-0.6407
1620,2256,"Everything You Always Wanted to Know About Sex, But Were Afraid to Ask",-0.6262,1.1541,-3.5485,0.1765,-2.2713,-2.1319,-0.9291
1621,2257,The Howling,-0.5576,0.0694,-1.7607,1.7843,0.1807,0.7017,1.3778
1622,2258,Born Yesterday,-0.5272,0.2227,-1.0486,0.2021,1.0805,1.8246,0.305
1623,2259,The Crow: City of Angels,-0.2098,-0.4574,-1.0545,1.2448,1.0895,-0.4814,2.2418
1624,2260,The Contender,-0.3582,-0.3041,0.1538,-1.1503,-0.0796,0.3978,0.6136
1625,2263,Drive Me Crazy,-0.3898,-1.3166,-0.3707,0.3545,-1.3753,0.1135,0.6067
1626,2264,Punch-Drunk Love,-0.4589,1.1437,0.7715,0.4319,-1.0552,-0.5836,2.1123
1627,2266,School for Scoundrels,0.24,-0.6433,-0.065,-1.3102,-0.6283,0.5487,-0.4488
1628,2267,Going the Distance,-0.1853,-0.444,0.9013,0.0893,-1.3238,-0.3867,1.7725
1629,2268,A Mighty Wind,-0.5179,0.9198,0.9924,0.2543,-1.0211,-0.5073,2.107
1630,2269,Eurotrip,-0.2954,-1.1346,0.3021,0.4568,-0.9468,0.3271,1.4067
1631,2272,The Big Green,-0.439,0.0865,-0.8883,0.0888,1.0117,1.7903,0.435
1632,2273,Heavyweights,-0.3135,-0.8219,-1.3228,1.4066,-0.7281,0.3632,0.3436
1633,2275,The Big Easy,-0.5248,0.234,-1.4703,0.1946,1.9559,1.1229,0.6141
1634,2277,Frantic,-0.3968,1.5782,-1.4287,-0.5145,1.2146,-0.5929,1.1899
1635,2278,Furry Vengeance,-0.0954,-2.2174,0.0355,0.2311,-1.385,-0.1551,0.0037
