ROW,MOV_ID,TITLE,Budget,Reception,Recency,Length,Genre,Tempo,Fanfare
1,1,Avatar,6.6294,3.2883,0.5398,4.8571,1.7248,1.2687,-2.3154
2,2,Marvels The Avengers,7.2721,1.576,0.5216,5.4912,2.5385,2.0613,-3.4874
3,3,Titanic,5.3988,3.1221,0.2579,4.5962,0.2182,1.3333,-3.7269
4,4,The Dark Knight,5.6972,2.2305,1.2284,2.787,1.0663,0.52,-1.2881
5,5,The Dark Knight Rises,5.6841,1.3441,0.3555,3.9124,2.0916,0.1472,-2.7155
6,6,Shrek 2,4.5447,1.5304,1.0477,3.5795,-0.8534,1.1575,-0.6387
7,7,Star Wars: Episode I - The Phantom Menace,4.4261,1.0128,-0.0608,2.4544,1.0204,1.1812,-1.6365
8,8,Pirates of the Caribbean: Dead Mans Chest,5.1579,0.8275,0.9823,2.5658,0.258,0.9426,-3.0614
9,9,Toy Story 3,5.071,3.043,1.648,2.5152,0.5739,1.7696,-1.4223
10,10,The Hunger Games,4.3105,1.0373,1.3567,1.7482,0.8281,1.1083,0.0318
11,11,Spider-Man,4.0395,1.5195,0.4044,1.2899,0.9789,0.0888,-1.2797
12,12,Transformers: Revenge of the Fallen,4.7346,-0.6083,0.089,1.6039,1.7553,-0.9664,-2.6125
13,13,Harry Potter and the Deathly Hallows Part 2,5.3686,2.2403,1.1926,2.7595,0.8898,1.6801,-0.1315
14,14,Star Wars: Episode III - Revenge of the Sith,4.6693,1.1718,0.7412,2.1625,0.65,1.0015,-0.7332
15,15,The Lord of the Rings: The Return of the King,3.77,2.2885,0.6022,2.0957,0.6597,-0.127,0.2968
16,16,Spider-Man 2,3.9967,1.6597,0.7182,1.0333,1.0977,-0.4822,-1.0853
17,17,The Passion of the Christ,2.6173,0.6667,0.9505,1.0863,-1.6481,3.0401,-1.373
18,18,Jurassic Park,2.4595,2.094,-1.5609,0.8435,0.2068,-0.9074,-1.829
19,19,Transformers: Dark of the Moon,4.7926,-0.2309,0.5072,1.6666,1.6149,-1.0964,-2.3858
20,20,The Lord of the Rings: The Two Towers,3.3389,1.9658,0.4435,1.5757,0.6616,-0.2778,0.3672
21,21,Finding Nemo,3.5469,2.7016,0.9218,1.747,0.1745,2.0937,-0.3396
22,22,Spider-Man 3,4.96,0.9854,1.1109,1.5349,1.2746,-0.826,-2.239
23,23,Alice in Wonderland,4.361,1.2153,0.9131,1.0794,0.5862,-0.3185,-2.8075
24,24,Forrest Gump,1.831,2.1604,-0.8505,1.4549,-1.0267,1.2684,-1.7486
25,25,Shrek the Third,4.1966,0.3902,1.1084,3.2122,-0.6825,0.9705,-0.9435
26,26,Transformers,3.7128,0.0087,0.025,0.9207,1.4569,-0.9849,-1.1708
27,27,Iron Man,3.6308,1.0762,0.907,1.0361,1.0956,0.3505,-0.1971
28,28,Harry Potter and the Sorcerers Stone,3.7294,1.0516,0.0735,1.2049,0.6222,-0.6325,-1.3388
29,29,Indiana Jones and the Kingdom of the Crystal Skull,3.9425,1.7831,0.5181,0.511,-0.729,-0.8021,-2.7265
30,30,The Lord of the Rings: The Fellowship of the Ring,2.9952,2.0364,0.2857,1.4639,0.7336,-0.3662,0.5198
31,31,The Lion King,2.2998,1.5599,-0.7774,3.5969,-0.2933,1.5234,-0.0563
32,32,Iron Man 2,4.2997,0.5104,1.1982,1.1528,1.2932,0.0228,-1.1568
33,33,Pirates of the Caribbean: At Worlds End,4.8797,0.5172,1.1228,2.2503,0.4279,0.0125,-3.1037
34,34,Independence Day,2.7741,0.3956,-0.8669,1.65,2.0134,-0.0326,-0.2579
35,35,Pirates of the Caribbean: The Curse of the Black Pearl,2.9748,0.9182,0.5293,0.9358,-0.2051,0.7506,-1.3591
36,36,Star Wars: Episode II - Attack of the Clones,3.8886,0.7371,0.4072,1.4391,0.705,0.6874,-0.7542
37,37,Harry Potter and the Half-Blood Prince,4.6818,1.6914,0.9478,2.3239,1.741,-0.3568,-0.9534
38,38,The Twilight Saga: Eclipse,2.7257,0.3364,1.0224,0.7961,-0.2383,1.9251,-0.4478
39,39,The Twilight Saga: New Moon,3.2858,0.1415,0.6072,1.4774,-0.23,1.9809,-1.4038
40,40,Harry Potter and the Deathly Hallows Part 1,4.2699,1.3424,1.0305,1.7866,0.4401,0.8639,0.2771
41,41,The Sixth Sense,1.8599,0.7075,-0.2705,0.5765,-0.2801,1.5492,-1.3999
42,42,Up,3.5793,2.2676,1.3539,3.2889,-0.3543,0.5393,0.5999
43,43,Inception,3.8109,1.545,1.0628,0.9269,1.5481,-1.2259,0.1886
44,44,Harry Potter and the Order of the Phoenix,4.2336,1.4713,0.7225,1.8099,1.2134,0.2318,-0.4216
45,45,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3.8617,1.6465,0.8905,1.3678,1.3762,-0.1039,-0.275
46,46,Harry Potter and the Goblet of Fire,3.5824,1.242,0.7884,0.9901,1.0107,-0.7197,-0.5956
47,47,Home Alone,1.1794,1.1404,-1.7173,0.9017,-0.2926,1.3993,-1.9464
48,48,The Matrix Reloaded,3.5389,0.5695,0.5257,0.9487,2.0244,-0.634,-0.1705
49,49,The Twilight Saga: Breaking Dawn Part 1,3.4482,0.4474,1.1341,1.1818,0.2832,1.652,-1.5041
50,50,Meet the Fockers,2.365,0.1678,0.4231,0.1963,-0.6549,1.2276,-1.3423
51,51,The Hangover,1.7974,0.2679,0.2885,1.7385,-1.5827,0.4274,0.0906
52,52,Shrek,2.4825,1.6861,0.428,2.2135,-1.3854,0.7849,1.1688
53,53,The Amazing Spider-Man,3.7841,0.3647,0.1888,2.493,2.4169,0.453,-1.3986
54,54,Harry Potter and the Chamber of Secrets,3.3508,0.8097,0.1018,0.8834,0.3576,-0.7638,-0.9289
55,55,The Incredibles,2.7768,2.3037,0.9931,1.0081,0.1091,1.5619,0.4848
56,56,How the Grinch Stole Christmas,2.1873,0.6423,-0.1064,-0.3005,-0.7967,0.1592,-2.1244
57,57,Jaws,1.0112,2.5169,-3.027,0.7016,0.1538,-0.5201,-1.1096
58,58,Star Trek,3.0372,1.1914,0.8574,0.6391,2.2931,-0.6147,1.1008
59,59,I Am Legend,3.0317,0.3878,0.769,0.6491,1.6379,0.5622,-0.5951
60,60,The Blind Side,1.4269,0.0412,0.6518,0.3795,-0.7629,2.117,-0.3775
61,61,"Monsters, Inc.",2.8055,1.7322,0.7828,2.4688,-0.8798,0.5393,0.7505
62,62,The Hangover Part II,2.675,0.0138,0.8882,0.1242,-0.545,1.2627,-1.6432
63,64,Despicable Me,2.5894,0.9408,1.1647,2.3337,-1.1031,0.9396,1.0015
64,65,Batman,1.6083,1.176,-1.6288,0.4438,0.6119,-0.2811,-0.5909
65,66,Night at the Museum,1.9463,-0.3577,-0.1479,-0.0505,0.0684,0.8375,-0.9423
66,67,Men in Black,2.1933,0.5357,-0.6015,2.1493,0.0195,-0.6389,0.1592
67,68,Harry Potter and the Prisoner of Azkaban,3.1273,1.4662,0.7976,1.1153,1.5948,-0.0657,0.4615
68,69,Toy Story 2,2.5579,2.0768,0.4857,2.3808,-1.0921,0.4891,1.0981
69,70,Cars,2.7111,1.5023,0.8763,0.631,-0.0998,1.1277,-0.1679
70,71,Bruce Almighty,2.3997,-0.3567,0.1213,-0.1357,0.0533,0.7552,-1.4009
71,72,Twister,1.8913,0.5293,-0.6207,1.0321,1.239,1.1387,-0.7091
72,74,Pirates of the Caribbean: On Stranger Tides,4.0402,0.2826,1.4585,1.607,0.8226,0.5439,-2.3827
73,75,Shrek Forever After,3.0479,-0.5403,0.9713,2.0495,-0.8516,0.2038,-1.0218
74,76,X-Men: The Last Stand,3.4301,0.1554,0.6891,0.2257,1.3285,-0.5294,-1.5738
75,77,War of the Worlds,3.005,1.6816,0.2758,-0.6486,-0.2764,-1.8021,-1.1261
76,78,Cast Away,1.7879,1.494,0.0387,0.2149,-1.386,0.3842,-1.1157
77,79,Ghostbusters,0.6449,0.9353,-2.1533,0.7934,0.1785,1.4166,-1.387
78,80,The Lost World: Jurassic Park,2.5708,1.3051,-1.2756,0.3847,0.078,-1.2062,-1.6276
79,81,Signs,2.1978,0.0336,-0.0278,-0.2105,0.6151,0.1709,-0.524
80,82,Hancock,2.6149,-0.3422,0.9045,1.5769,-0.7975,-0.3232,-0.5717
81,83,The Bourne Ultimatum,2.3953,1.626,0.902,0.2309,1.3991,0.0504,0.9862
82,84,Rush Hour 2,2.2069,-0.3163,-0.084,1.2843,-0.3961,-0.9694,0.0491
83,85,WALL-E,2.9656,1.7809,1.3782,2.3777,-0.5925,0.0382,0.9112
84,86,National Treasure: Book of Secrets,1.9129,-0.5154,-0.0935,0.0572,0.6859,0.403,-0.1273
85,87,Alvin and the Chipmunks: The Squeakquel,1.7542,-1.0555,0.3239,1.6193,-1.1156,0.5152,-0.6432
86,88,Mrs. Doubtfire,1.1236,0.7528,-1.3236,0.5788,-0.6551,0.9424,-1.6688
87,89,King Kong,2.8531,1.614,1.0666,1.0331,-0.2008,-0.4749,-0.4816
88,90,Ghost,0.9915,0.355,-1.0355,1.3178,0.3338,2.1853,-0.8508
89,91,How to Train Your Dragon,2.5318,0.9057,1.057,2.3235,-0.4421,0.1596,0.6213
90,92,The Da Vinci Code,3.0015,0.4217,0.2557,0.2291,0.0157,-1.133,-1.5178
91,93,Alvin and the Chipmunks,1.5411,-1.2046,0.1794,1.4461,-1.3207,0.5374,-0.4976
92,94,Saving Private Ryan,1.6902,2.4052,-0.4322,0.3831,-1.9902,-0.3925,-1.0841
93,95,Madagascar 3: Europes Most Wanted,2.929,0.3351,0.2637,3.1658,-0.2241,0.5622,-0.6655
94,97,Mission: Impossible II,2.4221,0.4879,0.2591,0.1688,1.131,-0.127,-0.1312
95,98,X2: X-Men United,2.6004,0.7418,0.5086,0.3193,0.9093,-0.0903,0.3402
96,99,Austin Powers in Goldmember,2.0695,0.2034,0.3223,1.4323,-1.7118,0.272,0.2981
97,100,Raiders of the Lost Ark,0.8508,2.6277,-2.4205,0.4018,-0.5792,-0.0071,-1.1987
98,101,300,2.0928,-0.1657,0.8127,-0.0224,-0.2498,1.1934,-0.7103
99,102,Back to the Future,1.0724,1.0931,-2.5916,0.4031,1.8387,-0.9003,-0.3519
100,103,Fast Five,2.7327,0.0515,0.5671,0.7308,1.3536,0.0317,-0.6459
101,104,The Empire Strikes Back,0.7853,0.9321,-2.2822,1.5168,2.0286,0.9505,-0.0238
102,105,Mission: Impossible - Ghost Protocol,2.6041,1.584,1.0679,0.7548,1.4351,-0.3161,0.492
103,106,Wedding Crashers,1.2571,0.0774,0.5611,-0.3461,-0.5044,1.4435,-0.1939
104,107,Sherlock Holmes,2.3105,-0.7618,0.6072,0.086,0.8003,0.1466,-0.4797
105,108,Charlie and the Chocolate Factory,2.5712,1.1951,0.5249,-0.4901,0.0641,-0.7119,-0.9426
106,109,Ratatouille,2.6313,2.3751,1.198,0.8186,0.4505,1.051,0.3492
107,110,Austin Powers: The Spy Who Shagged Me,1.6811,0.2782,-0.0418,1.4178,-1.7755,0.4127,0.502
108,111,Batman Begins,2.7821,1.2036,0.7528,0.1179,0.5468,-0.744,0.3473
109,112,Terminator 2: Judgment Day,2.1844,1.4112,-1.3293,0.9702,1.9624,-1.0655,0.0093
110,113,The Mummy Returns,2.2543,-0.3337,0.2207,0.3929,-0.1392,1.1082,-1.0647
111,114,Armageddon,2.6569,-0.4942,-0.8629,0.4699,1.5154,-1.3324,-1.2319
112,115,Tangled,3.1739,1.2107,1.622,0.9487,1.1203,0.8441,-1.1786
113,116,Superman Returns,2.972,0.7402,1.024,0.4219,1.4382,-1.3528,-0.3556
114,117,Pearl Harbor,2.5522,-0.1532,0.2286,0.8454,-1.5147,0.5115,-2.0002
115,118,Monsters Vs. Aliens,2.8212,-0.0808,1.0382,1.9121,-0.8938,0.0635,-0.162
116,119,Happy Feet,1.6531,0.8529,0.4106,-0.0869,0.0409,0.8024,-0.3223
117,120,Indiana Jones and the Last Crusade,1.4751,1.817,-1.8326,0.3283,-0.7875,-0.3426,-1.6272
118,121,Ice Age: Dawn of the Dinosaurs,2.5409,-0.0105,0.4378,2.2428,-0.9146,0.4602,-0.5596
119,122,Ice Age: The Meltdown,2.5085,0.2167,0.4746,2.0477,-1.1252,0.5182,0.0059
120,123,Madagascar,2.0412,0.1998,0.6344,1.4466,-1.5074,0.659,0.7983
121,124,The Exorcist,0.6202,1.706,-1.6825,0.7321,0.3037,1.6013,0.0742
122,125,Twilight,1.671,-0.0355,0.6938,0.0211,-0.3553,1.4862,-0.2529
123,126,Toy Story,1.3346,1.8452,-0.6157,2.3266,-0.7008,0.7747,1.2379
124,127,Cars 2,3.1318,0.5423,1.4012,0.642,0.352,0.8515,-1.1654
125,128,Men in Black II,2.3152,-0.2469,0.2856,1.0102,-0.3146,-1.3846,-0.0379
126,129,Gone with the Wind,0.651,1.58,-4.3697,3.2358,-0.1203,3.0323,-0.2866
127,130,Gladiator,1.612,1.398,0.0849,-0.2592,-1.9365,-0.3245,-1.4898
128,131,Sherlock Holmes: A Game of Shadows,1.8002,-1.0637,0.3725,-0.2198,0.5941,0.3743,-0.1974
129,132,The Day After Tomorrow,2.6054,-0.1817,0.4237,0.4376,0.5732,0.4577,-1.06
130,133,Mr. & Mrs. Smith,2.0921,0.2432,0.7168,-0.3994,0.8214,-0.1747,-0.045
131,134,Dances with Wolves,0.5377,0.9832,-0.7237,1.4724,-0.5838,1.7659,-0.128
132,135,Batman Forever,1.6691,-0.0456,-1.3007,-0.3758,0.5435,-1.2068,-1.6384
133,136,The Fugitive,0.9615,1.0667,-1.3232,0.4686,1.1998,0.0492,0.4043
134,137,The Simpsons Movie,2.3102,1.0161,0.8225,2.1064,-0.8289,0.7322,1.1164
135,138,What Women Want,1.5647,-0.2559,0.2115,-0.0063,0.3288,0.8719,-0.0929
136,139,The Perfect Storm,1.9816,0.4798,0.408,-0.278,0.3893,-0.2426,-0.2046
137,140,Liar Liar,1.1815,-0.1779,-0.8706,1.3358,-0.7809,-0.1156,0.3298
138,141,Jurassic Park III,1.8998,-0.5822,-0.1906,1.0183,-0.2586,-1.2874,0.1936
139,142,Thor,2.3497,-0.0064,0.9755,-0.2948,1.2918,-0.4724,-0.2114
140,143,Mission: Impossible,1.5753,0.3142,-1.1528,-0.0138,1.1027,-0.4688,-0.9339
141,144,Planet of the Apes,2.387,0.4062,-0.2174,-0.7501,1.0855,-1.8242,-0.1718
142,145,Madagascar: Escape 2 Africa,2.6831,0.2332,0.6563,2.2562,-0.5918,0.1906,-0.2981
143,146,X-Men Origins: Wolverine,2.3431,-0.0081,-0.034,0.9827,2.3921,0.4199,-0.3587
144,147,Indiana Jones and the Temple of Doom,0.9874,1.7051,-2.554,0.3967,-0.5436,-0.1518,-1.7557
145,148,Hitch,1.5896,-0.0645,0.4801,-0.4098,-0.6728,1.1198,-0.6649
146,149,MIB 3,3.0421,0.1365,1.0295,-0.0976,1.191,-0.7822,-1.4292
147,150,Pretty Woman,0.6635,0.2619,-1.5139,0.2797,-0.5184,1.1209,-1.6857
148,151,Night at the Museum: Battle of the Smithsonian,2.3785,-0.8445,0.1484,-0.1439,0.611,0.0418,-1.7486
149,152,Rise of the Planet of the Apes,2.2169,0.0683,0.9517,-0.2459,2.1569,-0.3396,1.1281
150,153,Captain America: The First Avenger,2.36,0.199,0.7441,-0.1934,0.9221,-0.6628,-0.2764
151,154,The Karate Kid,1.6645,-0.4612,0.8932,-0.3165,0.0017,0.6804,0.5274
152,155,Ice Age,1.7176,0.1711,0.2521,1.548,-1.0683,0.6294,0.6136
153,156,The Bourne Supremacy,1.703,1.2069,0.5938,-0.3284,1.1575,-0.0359,1.1797
154,157,Home Alone 2: Lost in New York,1.0648,0.7794,-1.7177,0.7512,-0.3277,1.0364,-1.5205
155,158,Elf,1.349,0.3908,0.4138,1.1381,-1.7525,0.349,1.1724
156,159,National Treasure,1.8144,-0.61,0.242,-0.3795,0.6781,-0.3751,-0.4266
157,160,Air Force One,1.523,0.5832,-0.5452,0.1215,1.1541,-0.1302,0.2008
158,161,Rain Man,0.3415,1.2864,-1.5099,0.1316,-0.9948,0.5327,-1.3436
159,162,Apollo 13,1.1529,1.2016,-1.2123,0.0095,0.3559,-0.8017,-0.048
160,163,Tron Legacy,2.6259,-0.6448,0.9249,-0.0127,2.177,-0.7821,0.1296
161,164,The Matrix,1.7374,0.5722,-0.1898,0.0195,1.6821,-0.6516,1.1589
162,165,True Grit,0.8905,1.391,0.9783,-0.9101,-1.2177,0.7394,0.2016
163,167,A Beautiful Mind,0.9222,1.307,0.0631,-0.2539,-2.0154,0.6814,-1.355
164,168,Chicago,0.7316,1.3043,0.6075,-0.0042,-0.0414,1.3686,0.0406
165,169,The Help,1.0965,0.4693,1.1243,0.2082,-0.8108,1.9011,0.5723
166,170,Bridesmaids,1.0612,0.4352,1.0971,-0.1185,-0.3015,1.5814,0.7455
167,171,Quantum of Solace,2.6445,0.3357,0.8733,-0.0199,1.6821,-0.7323,-0.945
168,172,Wild Hogs,1.1763,-2.3527,0.1158,1.0405,-1.5854,0.7532,-0.4647
169,173,Casino Royale,2.2538,0.7673,0.674,0.0061,0.843,-0.9755,-0.1446
170,174,Meet the Parents,1.3854,0.8839,0.1381,-0.1753,-0.5352,1.1697,-0.3022
171,175,Robin Hood: Prince of Thieves,0.8473,0.455,-1.419,1.2323,0.6737,1.3398,-0.3679
172,176,Kung Fu Panda 2,2.504,0.4315,1.2164,2.2305,-0.388,0.3604,0.3378
173,177,Hannibal,1.8494,0.8052,-0.2339,-0.9089,-0.2594,-1.5927,-0.7042
174,178,Catch Me If You Can,1.4696,1.7907,-0.0293,-0.6448,-2.3538,-0.3178,-1.0418
175,179,The Proposal,1.2125,-0.5737,0.3847,-0.0403,-0.1938,1.791,-0.5837
176,180,The Pursuit of Happyness,0.9907,0.2561,0.6168,-0.1257,-0.4656,1.6702,-0.1524
177,181,Big Daddy,1.0949,-1.3035,-0.6895,0.8421,-1.9317,0.0101,-0.7794
178,182,Clash of the Titans,2.3431,-0.5658,0.6399,-0.0293,1.4481,-0.1857,-0.3321
179,183,Batman Returns,1.4516,0.7728,-1.8197,0.4734,1.0554,-0.6587,-0.8063
180,184,A Bugs Life,1.771,1.3955,-0.0444,2.2026,-0.6615,-0.0372,0.6195
181,185,The Polar Express,1.9366,0.86,0.2446,-0.7037,-0.4368,-0.4358,-1.5145
182,186,Grown Ups,1.5224,-1.4435,0.231,-0.9489,-0.8544,0.6313,-2.102
183,187,The Waterboy,0.8865,-1.0023,-0.5799,1.3233,-1.3822,0.7061,-0.0589
184,188,Die Another Day,1.9634,-0.1127,0.3141,-0.3445,1.1158,-0.5798,-0.4241
185,189,Shark Tale,1.9504,-0.5593,0.5571,1.3902,-1.2772,0.6278,0.5384
186,191,The Firm,0.7907,0.0473,-1.1429,0.44,0.9051,0.1625,0.3709
187,192,The Longest Yard,1.525,-0.2635,0.3746,-0.5511,-0.6043,0.9574,-0.7931
188,193,X-Men,1.7475,0.6374,0.1353,-0.4032,0.9868,0.0232,0.4864
189,194,Scary Movie,1.0316,-0.6827,-0.0111,0.9809,-1.5363,0.6005,0.4389
190,196,Who Framed Roger Rabbit,0.9327,1.9197,-1.5156,0.2033,0.4731,-0.0284,-0.803
191,197,What Lies Beneath,1.5622,0.68,-0.124,-0.4892,-0.9313,-0.3233,-1.182
192,198,The Mummy,1.7403,-0.3435,-0.0029,0.0503,-0.178,1.0707,-0.804
193,199,Snow White and the Huntsman,2.5368,-0.1546,1.1171,0.3251,1.5406,-0.0163,0.0445
194,200,Fast and Furious,1.9026,-0.9384,0.2388,1.2689,0.0343,-1.0821,0.4214
195,202,Fantastic Four,1.9963,-0.8939,0.3879,-0.4867,0.7582,-0.1314,-0.327
196,203,Dr. Seuss Horton Hears a Who!,1.3547,-0.7611,-0.2203,2.1159,-0.2125,0.84,0.2819
197,204,Jerry Maguire,0.7042,1.0435,-0.0753,0.176,-0.7711,1.4623,0.1579
198,205,Scooby-Doo,1.6712,-1.3011,-0.1898,0.8642,-0.7244,-0.6553,-0.2728
199,206,Sex and the City,1.7717,-0.6584,0.6703,0.4085,-0.3776,1.7569,-0.6149
200,207,Runaway Bride,1.3117,-0.3712,-0.241,-0.7439,-0.9943,0.5007,-1.4508
201,210,G.I. Joe: The Rise of Cobra,2.3527,-1.2872,0.1878,-0.0346,1.3822,-0.4093,-1.3031
202,211,Puss in Boots,2.3354,0.167,0.7607,2.1543,-0.6848,0.4014,0.1965
203,212,Knocked Up,0.9304,1.173,0.8365,0.0154,-0.3223,1.4729,1.1954
204,213,As Good as It Gets,0.6072,0.985,-0.171,0.4813,-0.0349,1.1166,0.0189
205,214,Little Fockers,1.3781,-1.2461,0.7374,0.5915,-1.594,-0.5692,-0.4011
206,215,Megamind,2.0876,0.0648,0.9589,1.4599,-1.0903,-0.1266,0.4816
207,216,Talladega Nights: The Ballad of Ricky Bobby,1.4001,0.2548,0.4915,-0.1862,-0.2109,1.4186,0.1414
208,217,Gran Torino,1.0176,1.2975,-0.224,-1.7271,-1.0991,-1.9421,-0.7315
209,218,Lethal Weapon 2,0.665,0.5647,-1.9073,-0.1814,0.7384,-0.374,-0.6507
210,219,X-Men: First Class,2.0784,0.4184,1.2009,-0.1591,1.4144,-0.6094,0.5561
211,220,Paul Blart: Mall Cop,0.8317,-1.5755,-0.1828,0.9545,-1.4338,0.3689,-0.2779
212,221,True Lies,1.7741,1.1529,-0.9929,0.7729,0.8947,-0.5799,-0.4159
213,222,Lilo & Stitch,1.4933,0.8049,0.4241,1.6645,-0.755,0.467,1.2983
214,224,Taken,0.9618,-1.5454,0.0031,0.9482,0.0388,-0.3317,1.1918
215,226,Lethal Weapon 3,1.0498,-0.4446,-1.7161,-0.3719,0.4259,-0.5122,-1.2983
216,227,The Fast and the Furious,1.0754,-0.3332,-0.3899,-0.7722,0.7527,-0.0556,-0.0247
217,229,Rio,1.9204,0.0981,0.7434,1.5537,-1.2019,0.0437,0.4395
218,230,Juno,0.1529,1.4434,1.0467,1.1972,-1.5231,0.5736,1.6052
219,231,Marley and Me,1.0804,-0.224,0.4685,-0.2556,-0.3501,1.3868,0.0891
220,232,The Smurfs,1.7632,-1.2316,0.3282,1.3971,-1.1637,-0.0974,-1.3433
221,233,XXX,1.4794,-0.5854,-0.0703,-0.8831,0.6139,-0.3224,-0.1946
222,234,The Chronicles of Narnia: Prince Caspian,3.1809,0.8591,0.6998,0.8442,1.5819,-0.897,-0.2093
223,236,A Few Good Men,0.5225,0.6798,-0.968,-0.077,-0.1612,0.2984,-0.2303
224,237,Slumdog Millionaire,0.1496,1.6906,0.868,-0.1479,-0.5393,0.7308,-0.2714
225,238,Rush Hour,1.1136,-0.1894,-0.7117,1.0911,-0.4784,-0.911,0.8801
226,241,Rush Hour 3,2.0275,-0.8144,0.3362,0.687,-0.3511,-1.6502,0.0371
227,242,Look Whos Talking,0.2897,-0.1628,-1.2974,1.7382,-0.8317,0.4388,-0.1863
228,243,Stuart Little,1.3975,0.1275,0.0733,0.9458,-0.2383,-1.0117,0.5294
229,244,The Matrix Revolutions,2.3756,-0.2007,0.4481,-0.303,1.7798,-1.3506,0.2892
230,245,The Santa Clause 2,0.9856,-0.824,-0.0787,-0.3952,-0.1643,1.5431,-0.6818
231,246,Cheaper by the Dozen,0.9979,-1.0355,-0.2141,0.8206,-1.9145,-0.0372,-0.1578
232,247,Bad Boys II,2.204,-0.7125,-0.0816,-0.205,0.0974,-0.8223,-1.1647
233,248,21 Jump Street,1.3303,0.5225,1.0585,-0.5857,0.8414,0.4716,1.5373
234,250,A Christmas Carol,2.0733,0.3344,0.5478,0.8685,-1.396,-1.8663,-0.9272
235,252,Click,1.468,-1.1611,0.3167,0.7824,-0.89,-0.5069,0.4769
236,253,The Green Mile,0.7487,0.3568,0.5992,0.2879,-1.6314,1.4893,0.1923
237,254,Ransom,1.1923,0.5678,-1.0582,-0.5444,0.1059,-0.7049,-0.4451
238,255,Godzilla,2.1181,-0.9821,-0.7562,0.2588,1.9913,-1.021,-0.4832
239,257,Anger Management,1.4071,-0.1723,0.3718,-0.8687,-0.6404,0.9283,-0.5629
240,258,The Kings Speech,0.2322,2.2442,1.8142,0.2434,-0.7853,2.0936,0.6332
241,260,Patch Adams,1.0714,-0.9263,-0.6035,-0.2004,-0.8443,1.1756,-2.128
242,261,The Incredible Hulk,2.0064,-0.2036,0.7457,-0.3543,1.3597,-0.2898,0.0222
243,262,Live Free or Die Hard,1.6354,-0.0091,0.5319,-0.1432,1.211,-0.1618,0.4466
244,263,Wanted,1.488,0.1662,0.7274,-0.5008,1.2674,0.0699,0.7198
245,264,Superman,0.468,1.5492,-2.372,0.4763,1.0187,-0.6848,-0.1818
246,265,The Rock,1.5582,0.0201,-1.1882,0.358,0.6816,-0.2669,-0.7346
247,266,Mission: Impossible III,2.3851,0.7739,0.8593,0.0682,1.2427,-0.2747,0.7493
248,268,Troy,2.0861,0.4574,0.9571,0.4151,-0.9545,0.4479,-1.2334
249,269,Angels & Demons,2.2103,0.0862,0.151,-0.3763,0.2598,-1.629,-1.3734
250,270,Alvin and the Chipmunks: Chipwrecked,1.2494,-1.8627,0.0854,1.1483,-1.2465,0.2548,-0.8377
251,271,Bringing Down the House,0.8847,-0.7443,-0.1129,-0.9,-0.781,0.9819,-0.9645
252,272,The Departed,1.196,1.9347,0.47,-0.983,-0.8148,-1.6025,0.3422
253,273,Hulk,1.8706,0.3725,0.4974,-0.6975,0.7558,-1.2222,0.2412
254,274,Minority Report,1.9635,1.5626,-0.3332,-1.0066,0.4291,-3.0148,0.1943
255,275,Fantastic Four: Rise of the Silver Surfer,2.0237,-1.1237,0.4718,0.7921,0.0279,-1.2507,0.4412
256,276,The Last Airbender,2.0596,-1.2923,0.4209,-0.9451,1.0338,-1.0856,-1.5224
257,277,Lara Croft: Tomb Raider,1.6683,-1.0545,-0.1455,-0.7246,1.157,-0.2262,-0.8388
258,278,The Silence of the Lambs,0.3269,1.6656,-1.4344,-0.3972,0.6735,-0.693,0.347
259,279,"Honey, I Shrunk the Kids",0.4621,0.5019,-1.8659,0.3714,1.1027,0.7086,-0.6663
260,281,Lethal Weapon 4,1.5666,-0.3319,-0.9211,-0.4226,0.6889,-1.292,-1.5048
261,282,Get Smart,1.573,-0.5182,0.2517,-0.8518,0.5467,-0.1832,-0.0048
262,283,American Gangster,1.4767,1.1963,0.3722,-0.781,-0.9504,-1.5819,-0.3086
263,284,American Beauty,0.2593,1.7567,0.3388,0.1525,-0.3706,1.5089,0.4681
264,285,An Officer and a Gentleman,-0.1883,0.9571,-1.9977,0.2358,0.1652,0.7932,-0.6559
265,286,The Ring,1.1351,0.4597,0.2201,-0.5396,-0.674,0.8,-0.4613
266,287,The Nutty Professor,0.8951,0.102,-0.8526,0.0024,-0.1468,1.2434,-1.1655
267,288,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.4054,0.9543,0.8704,0.924,-1.1909,0.2569,1.3937
268,289,Robots,1.5102,0.0969,0.6223,1.0797,-1.2832,0.2126,1.1387
269,291,"Crouching Tiger, Hidden Dragon",0.1964,1.8424,0.1089,-0.5174,0.5826,-0.2834,1.0367
270,292,Shutter Island,1.1235,1.4154,0.6786,-0.7947,-2.1692,-0.1983,-1.1431
271,293,Rocky IV,0.3547,0.3074,-1.8228,2.243,-1.0154,0.9133,-0.4341
272,295,The Curious Case of Benjamin Button,1.4906,1.0098,0.9759,0.0787,-0.0999,-0.6173,0.0442
273,296,Sweet Home Alabama,0.9533,-0.5396,0.1458,-1.0322,-0.8474,1.1758,-0.4876
274,297,Dumb and Dumber,0.413,-0.2799,-1.2574,-0.3247,-0.2129,1.17,-1.0779
